customer_id,country,customer_tier,join_date
C00719,United States,Silver,2022-04-04
C00720,Germany,Silver,2022-01-26
C00721,Brazil,Silver,2022-05-14
C00722,United States,Bronze,2022-07-14
C00723,United States,Bronze,2022-06-17
C00724,Germany,Silver,2022-04-19
C00725,United Kingdom,Silver,2022-08-21
C00726,Australia,Bronze,2022-06-17
C00727,United States,Gold,2022-06-22
C00728,France,Gold,2022-07-14
C00729,United States,Silver,2022-05-23
C00730,United States,Bronze,2022-08-04
C00731,United States,Silver,2022-05-10
C00732,France,Bronze,2022-02-11
C00733,Canada,Silver,2022-08-29
C00734,United Kingdom,Bronze,2022-01-10
C00735,United States,Silver,2022-10-04
C00736,Australia,Silver,2022-01-27
C00737,United States,Bronze,2022-06-29
C00738,France,Bronze,2022-04-25
C00739,United States,Bronze,2022-11-29
C00740,United States,Bronze,2022-02-05
C00741,United Kingdom,Bronze,2022-11-30
C00742,United States,Bronze,2022-01-21
C00743,Germany,Bronze,2022-01-16
C00744,United Kingdom,Gold,2022-05-07
C00745,United States,Gold,2022-04-13
C00746,Japan,Silver,2022-01-11
C00747,United States,Bronze,2022-11-15
C00748,United Kingdom,Silver,2022-03-20
C00749,Japan,Silver,2022-05-03
C00750,Canada,Bronze,2022-03-06
C00751,United States,Bronze,2022-08-31
C00752,Brazil,Bronze,2022-12-09
C00753,Canada,Silver,2022-02-28
C00754,United States,Bronze,2022-10-16
C00755,United States,Silver,2022-04-22
C00756,France,Silver,2022-08-27
C00757,Canada,Silver,2022-12-25
C00758,United Kingdom,Silver,2022-05-12
C00759,Japan,Silver,2022-07-08
C00760,France,Bronze,2022-03-27
C00761,United States,Gold,2022-11-07
C00762,United States,Bronze,2022-11-07
C00763,United States,Bronze,2022-02-28
C00764,Germany,Silver,2022-03-25
C00765,United States,Silver,2022-06-09
C00766,United Kingdom,Silver,2022-02-25
C00767,Germany,Bronze,2022-10-24
C00768,Australia,Silver,2022-01-14
C00769,United States,Silver,2022-06-09
C00770,France,Gold,2022-10-22
C00771,United States,Bronze,2022-12-13
C00772,Australia,Bronze,2022-07-12
C00773,United States,Silver,2022-07-23
C00774,United States,Bronze,2022-04-12
C00775,France,Bronze,2022-02-08
C00776,United States,Bronze,2022-10-31
C00777,United States,Bronze,2022-12-20
C00778,Germany,Bronze,2022-11-18
C00779,Germany,Bronze,2022-05-05
C00780,Canada,Bronze,2022-02-22
C00781,Canada,Silver,2022-12-23
C00782,United Kingdom,Silver,2022-06-04
C00783,United States,Gold,2022-12-17
C00784,United States,Bronze,2022-11-04
C00785,United States,Bronze,2022-03-03
C00786,Japan,Gold,2022-10-17
C00787,United Kingdom,Bronze,2022-01-22
C00788,United States,Silver,2022-06-27
C00789,United Kingdom,Gold,2022-09-30
C00790,Brazil,Bronze,2022-08-08
C00791,United States,Silver,2022-12-05
C00792,United Kingdom,Gold,2022-07-09
C00793,United Kingdom,Bronze,2022-02-05
C00794,Canada,Bronze,2022-09-17
C00795,United States,Gold,2022-11-28
C00796,Australia,Bronze,2022-06-24
C00797,Brazil,Bronze,2022-01-07
C00798,United Kingdom,Gold,2022-08-04
C00799,Canada,Silver,2022-09-08
C00800,Brazil,Bronze,2022-02-24
C00801,Germany,Silver,2022-08-10
C00802,United States,Bronze,2022-07-05
C00803,United Kingdom,Bronze,2022-11-22
C00804,Canada,Bronze,2022-08-24
C00805,United States,Silver,2022-12-29
C00806,Germany,Bronze,2022-03-20
C00807,Brazil,Silver,2022-08-11
C00808,Brazil,Silver,2022-04-01
C00809,United Kingdom,Gold,2022-09-25
C00810,United States,Gold,2022-11-30
C00811,Spain,Bronze,2022-05-19
C00812,Australia,Silver,2022-11-12
C00813,United States,Silver,2022-10-03
C00814,Brazil,Bronze,2022-09-05
C00815,Australia,Silver,2022-08-27
C00816,United Kingdom,Bronze,2022-08-12
C00817,United Kingdom,Silver,2022-10-31
C00818,United States,Bronze,2022-05-18
C00819,United States,Bronze,2022-06-15
C00820,United States,Silver,2022-05-06
C00821,France,Silver,2022-02-14
C00822,United States,Silver,2022-05-23
C00823,United States,Bronze,2022-08-19
C00824,United States,Silver,2022-05-05
C00825,United Kingdom,Silver,2022-08-26
C00826,Japan,Gold,2022-10-19
C00827,United States,Silver,2022-11-09
C00828,United States,Silver,2022-12-09
C00829,Germany,Bronze,2022-07-14
C00830,United Kingdom,Silver,2022-06-22
C00831,United States,Silver,2022-01-15
C00832,United Kingdom,Bronze,2022-09-11
C00833,United States,Bronze,2022-06-16
C00834,United States,Silver,2022-04-04
C00835,United Kingdom,Silver,2022-09-07
C00836,United States,Silver,2022-04-19
C00837,Japan,Bronze,2022-07-01
C00838,United States,Gold,2022-05-13
C00839,United Kingdom,Bronze,2022-06-24
C00840,Canada,Bronze,2022-05-24
C00841,United States,Bronze,2022-11-02
C00842,Canada,Gold,2022-12-26
C00843,United States,Silver,2022-05-22
C00844,Mexico,Silver,2022-10-12
C00845,United States,Silver,2022-01-06
C00846,United States,Bronze,2022-09-22
C00847,United States,Bronze,2022-04-08
C00848,Spain,Bronze,2022-02-13
C00849,United Kingdom,Bronze,2022-05-04
C00850,United Kingdom,Gold,2022-07-28
C00851,United States,Silver,2022-09-08
C00852,Germany,Gold,2022-10-12
C00853,United States,Bronze,2022-05-04
C00854,Japan,Bronze,2022-12-20
C00855,United States,Bronze,2022-09-01
C00856,United States,Gold,2022-11-27
C00857,United States,Silver,2022-12-31
C00858,United Kingdom,Bronze,2022-09-09
C00859,United Kingdom,Silver,2022-08-18
C00860,United States,Bronze,2022-01-09
C00861,France,Bronze,2022-02-17
C00862,United Kingdom,Bronze,2022-05-31
C00863,United Kingdom,Silver,2022-04-24
C00864,United States,Silver,2022-07-27
C00865,United States,Gold,2022-12-21
C00866,United Kingdom,Silver,2022-05-05
C00867,United States,Silver,2022-06-06
C00868,United States,Bronze,2022-12-06
C00869,Australia,Bronze,2022-10-25
C00870,Brazil,Gold,2022-07-08
C00871,United States,Silver,2022-08-31
C00872,United States,Silver,2022-10-11
C00873,Canada,Silver,2022-09-29
C00874,United States,Bronze,2022-06-26
C00875,United States,Gold,2022-08-06
C00876,United States,Silver,2022-10-09
C00877,Germany,Silver,2022-06-19
C00878,Canada,Bronze,2022-06-30
C00879,United States,Bronze,2022-12-26
C00880,United States,Silver,2022-08-21
C00881,United States,Bronze,2022-05-19
C00882,Canada,Bronze,2022-06-06
C00883,United States,Bronze,2022-05-09
C00884,United States,Silver,2022-04-29
C00885,France,Bronze,2022-03-03
C00886,United States,Bronze,2022-04-09
C00887,Canada,Bronze,2022-06-11
C00888,United States,Bronze,2022-03-03
C00889,United States,Bronze,2022-10-02
C00890,United States,Silver,2022-12-20
C00891,Germany,Bronze,2022-04-05
C00892,Australia,Bronze,2022-04-09
C00893,Australia,Bronze,2022-04-21
C00894,United States,Silver,2022-09-05
C00895,Canada,Bronze,2022-05-22
C00896,United States,Bronze,2022-10-29
C00897,United States,Gold,2022-09-26
C00898,Japan,Bronze,2022-11-02
C00899,United States,Bronze,2022-05-25
C00900,United States,Bronze,2022-02-21
C00901,United States,Silver,2022-04-10
C00902,United States,Silver,2022-06-01
C00903,United States,Bronze,2022-04-27
C00904,United Kingdom,Silver,2022-07-04
C00905,United States,Bronze,2022-04-02
C00906,Japan,Silver,2022-06-04
C00907,France,Bronze,2022-01-08
C00908,United States,Silver,2022-12-29
C00909,United States,Bronze,2022-10-01
C00910,United States,Silver,2022-03-06
C00911,United Kingdom,Gold,2022-05-21
C00912,United States,Silver,2022-01-24
C00913,Canada,Gold,2022-01-28
C00914,United States,Bronze,2022-10-11
C00915,United Kingdom,Bronze,2022-05-30
C00916,United States,Silver,2022-12-24
C00917,United States,Bronze,2022-03-06
C00918,Brazil,Silver,2022-11-23
C00919,Germany,Bronze,2022-09-09
C00920,United States,Bronze,2022-02-22
C00921,Australia,Bronze,2022-01-07
C00922,United Kingdom,Silver,2022-10-21
C00923,Japan,Bronze,2022-05-26
C00924,France,Silver,2022-08-29
C00925,United States,Bronze,2022-09-03
C00926,United States,Gold,2022-08-14
C00927,United States,Bronze,2022-06-24
C00928,United Kingdom,Bronze,2022-04-05
C00929,Canada,Bronze,2022-01-27
C00930,United States,Gold,2022-05-10
C00931,United States,Bronze,2022-09-02
C00932,Australia,Silver,2022-02-28
C00933,Spain,Bronze,2022-02-03
C00934,United Kingdom,Silver,2022-07-25
C00935,United States,Silver,2022-09-09
C00936,United States,Bronze,2022-02-07
C00937,United States,Silver,2022-10-23
C00938,Japan,Silver,2022-11-19
C00939,United States,Silver,2022-12-18
C00940,United Kingdom,Silver,2022-01-28
C00941,United States,Bronze,2022-03-19
C00942,United Kingdom,Bronze,2022-03-18
C00943,Canada,Gold,2022-10-16
C00944,France,Silver,2022-06-05
C00945,United States,Gold,2022-02-13
C00946,United States,Gold,2022-05-08
C00947,United States,Bronze,2022-03-02
C00948,Japan,Bronze,2022-10-13
C00949,Australia,Silver,2022-08-02
C00950,United Kingdom,Silver,2022-11-07
C00951,Canada,Gold,2022-11-02
C00952,Canada,Bronze,2022-11-13
C00953,United States,Bronze,2022-04-26
C00954,Japan,Gold,2022-09-25
C00955,United States,Silver,2022-07-14
C00956,United States,Bronze,2022-08-19
C00957,United Kingdom,Bronze,2022-08-15
C00958,United States,Silver,2022-06-02
C00959,United States,Gold,2022-10-29
C00960,Germany,Gold,2022-08-08
C00961,United States,Bronze,2022-06-06
C00962,Canada,Silver,2022-10-19
C00963,United States,Gold,2022-11-14
C00964,United States,Bronze,2022-01-31
C00965,United States,Gold,2022-11-09
C00966,United States,Bronze,2022-02-20
C00967,Germany,Silver,2022-04-17
C00968,United States,Gold,2022-11-17
C00969,United Kingdom,Bronze,2022-04-19
C00970,United Kingdom,Silver,2022-05-16
C00971,Canada,Bronze,2022-12-05
C00972,Brazil,Bronze,2022-02-11
C00973,Germany,Silver,2022-03-22
C00974,United States,Bronze,2022-05-03
C00975,United States,Silver,2022-03-30
C00976,United States,Bronze,2022-10-10
C00977,United Kingdom,Silver,2022-02-08
C00978,United States,Bronze,2022-03-22
C00979,United Kingdom,Gold,2022-01-02
C00980,United Kingdom,Silver,2022-07-29
C00981,United States,Bronze,2022-08-19
C00982,France,Bronze,2022-12-19
C00983,United States,Silver,2022-11-01
C00984,United States,Silver,2022-08-29
C00985,Germany,Bronze,2022-05-30
C00986,United Kingdom,Bronze,2022-01-17
C00987,Canada,Gold,2022-04-29
C00988,United States,Silver,2022-05-28
C00989,United States,Silver,2022-12-28
C00990,France,Bronze,2022-05-25
C00991,France,Gold,2022-12-26
C00992,Canada,Silver,2022-08-21
C00993,United States,Bronze,2022-02-06
C00994,United Kingdom,Gold,2022-12-18
C00995,United States,Silver,2022-04-30
C00996,United States,Silver,2022-05-16
C00997,Japan,Silver,2022-11-17
C00998,United States,Silver,2022-10-29
C00999,Mexico,Bronze,2022-12-05
C01000,United States,Silver,2022-04-12
C01001,United States,Bronze,2022-08-06
C01002,United Kingdom,Bronze,2022-02-28
C01003,Australia,Bronze,2022-10-06
C01004,Germany,Silver,2022-04-26
C01005,France,Gold,2022-11-28
C01006,Canada,Silver,2022-03-18
C01007,Canada,Silver,2022-05-17
C01008,Australia,Silver,2022-03-14
C01009,United States,Bronze,2022-02-06
C01010,United Kingdom,Gold,2022-01-31
C01011,United States,Gold,2022-03-26
C01012,Spain,Silver,2022-06-07
C01013,Brazil,Bronze,2022-11-01
C01014,United States,Silver,2022-10-19
C01015,Germany,Bronze,2022-05-28
C01016,Brazil,Silver,2022-08-13
C01017,United States,Bronze,2022-03-05
C01018,United Kingdom,Bronze,2022-08-28
C01019,Japan,Silver,2022-12-19
C01020,United States,Silver,2022-06-05
C01021,Canada,Silver,2022-12-25
C01022,United States,Silver,2022-07-26
C01023,Brazil,Bronze,2022-05-20
C01024,Mexico,Bronze,2022-09-14
C01025,Brazil,Bronze,2022-10-04
C01026,United Kingdom,Bronze,2022-09-10
C01027,Australia,Silver,2022-08-13
C01028,Australia,Silver,2022-02-11
C01029,United States,Bronze,2022-11-03
C01030,France,Silver,2022-01-21
C01031,United States,Bronze,2022-08-10
C01032,United Kingdom,Silver,2022-06-15
C01033,United States,Gold,2022-11-06
C01034,United States,Bronze,2022-05-09
C01035,United States,Silver,2022-01-14
C01036,Canada,Bronze,2022-02-16
C01037,United States,Bronze,2022-04-28
C01038,Germany,Bronze,2022-12-12
C01039,United States,Bronze,2022-10-22
C01040,United States,Bronze,2022-10-28
C01041,United Kingdom,Bronze,2022-01-11
C01042,France,Silver,2022-12-11
C01043,United States,Silver,2022-05-18
C01044,Canada,Bronze,2022-10-23
C01045,Japan,Silver,2022-01-21
C01046,Canada,Silver,2022-03-31
C01047,United States,Silver,2022-08-29
C01048,United States,Bronze,2022-09-23
C01049,Australia,Bronze,2022-11-30
C01050,United States,Silver,2022-08-15
C01051,Australia,Bronze,2022-05-23
C01052,United Kingdom,Bronze,2022-04-03
C01053,Brazil,Bronze,2022-10-27
C01054,France,Bronze,2022-08-12
C01055,Spain,Bronze,2022-11-22
C01056,United States,Gold,2022-09-09
C01057,Germany,Bronze,2022-02-16
C01058,United States,Gold,2022-08-29
C01059,United Kingdom,Bronze,2022-06-28
C01060,Canada,Bronze,2022-07-29
C01061,Australia,Silver,2022-06-20
C01062,Spain,Silver,2022-06-14
C01063,Germany,Bronze,2022-12-10
C01064,United States,Silver,2022-02-23
C01065,United States,Bronze,2022-03-24
C01066,Germany,Gold,2022-06-18
C01067,United States,Gold,2022-07-30
C01068,United States,Bronze,2022-12-22
C01069,United States,Bronze,2022-09-11
C01070,United States,Bronze,2022-05-28
C01071,United States,Silver,2022-12-06
C01072,United States,Bronze,2022-07-25
C01073,United States,Bronze,2022-10-09
C01074,United States,Bronze,2022-01-19
C01075,Spain,Bronze,2022-08-21
C01076,United States,Bronze,2022-02-15
C01077,United States,Silver,2022-06-11
C01078,Canada,Silver,2022-05-10
C01079,United States,Bronze,2022-06-15
C01080,Brazil,Silver,2022-03-01
C01081,France,Bronze,2022-07-26
C01082,United States,Silver,2022-09-21
C01083,United States,Bronze,2022-01-01
C01084,Australia,Bronze,2022-12-03
C01085,Brazil,Silver,2022-10-05
C01086,United Kingdom,Gold,2022-08-25
C01087,Canada,Gold,2022-07-31
C01088,United States,Bronze,2022-01-28
C01089,Spain,Bronze,2022-04-07
C01090,United States,Gold,2022-09-23
C01091,Brazil,Bronze,2022-07-05
C01092,Canada,Silver,2022-11-15
C01093,Canada,Silver,2022-09-13
C01094,United Kingdom,Bronze,2022-11-17
C01095,United States,Silver,2022-08-15
C01096,United States,Silver,2022-01-27
C01097,United States,Gold,2022-04-15
C01098,United States,Gold,2022-05-17
C01099,France,Silver,2022-10-09
C01100,United States,Gold,2022-03-09
C01101,United States,Bronze,2022-05-28
C01102,Mexico,Silver,2022-08-13
C01103,Japan,Bronze,2022-12-24
C01104,Brazil,Silver,2022-09-06
C01105,Spain,Silver,2022-03-04
C01106,United States,Bronze,2022-01-15
C01107,United States,Bronze,2022-11-19
C01108,Germany,Gold,2022-11-08
C01109,Canada,Bronze,2022-05-03
C01110,United States,Bronze,2022-12-30
C01111,France,Bronze,2022-03-23
C01112,United States,Bronze,2022-06-09
C01113,United States,Gold,2022-10-10
C01114,United Kingdom,Gold,2022-01-08
C01115,United Kingdom,Bronze,2022-10-10
C01116,United Kingdom,Silver,2022-07-28
C01117,United States,Bronze,2022-02-17
C01118,Australia,Silver,2022-04-26
C01119,United States,Gold,2022-02-28
C01120,United States,Bronze,2022-08-25
C01121,Japan,Silver,2022-03-02
C01122,Mexico,Bronze,2022-11-28
C01123,Australia,Bronze,2022-03-20
C01124,France,Bronze,2022-09-13
C01125,Canada,Bronze,2022-05-30
C01126,United Kingdom,Bronze,2022-09-18
C01127,United States,Bronze,2022-12-28
C01128,United States,Bronze,2022-05-20
C01129,United States,Silver,2022-08-01
C01130,United States,Gold,2022-09-05
C01131,Germany,Silver,2022-08-30
C01132,United Kingdom,Silver,2022-05-05
C01133,United States,Bronze,2022-08-22
C01134,United States,Bronze,2022-10-10
C01135,Canada,Bronze,2022-03-16
C01136,United States,Gold,2022-07-16
C01137,Australia,Bronze,2022-04-08
C01138,United Kingdom,Silver,2022-11-03
C01139,United Kingdom,Bronze,2022-09-18
C01140,United Kingdom,Bronze,2022-03-11
C01141,France,Silver,2022-02-05
C01142,United States,Gold,2022-05-22
C01143,Canada,Gold,2022-08-01
C01144,United Kingdom,Bronze,2022-06-24
C01145,United States,Bronze,2022-09-17
C01146,Australia,Bronze,2022-05-17
C01147,France,Gold,2022-01-02
C01148,Canada,Silver,2022-05-25
C01149,Australia,Bronze,2022-06-02
C01150,Australia,Bronze,2022-10-28
C01151,Germany,Gold,2022-10-24
C01152,Australia,Gold,2022-12-04
C01153,Canada,Bronze,2022-09-08
C01154,Canada,Silver,2022-03-18
C01155,Canada,Silver,2022-08-17
C01156,Germany,Gold,2022-10-03
C01157,United States,Bronze,2022-09-05
C01158,Japan,Bronze,2022-06-26
C01159,Australia,Bronze,2022-06-20
C01160,United States,Bronze,2022-10-10
C01161,France,Bronze,2022-10-06
C01162,United States,Gold,2022-07-13
C01163,United States,Bronze,2022-08-22
C01164,Germany,Silver,2022-06-14
C01165,United States,Bronze,2022-04-07
C01166,France,Silver,2022-12-24
C01167,Australia,Silver,2022-05-03
C01168,United Kingdom,Gold,2022-10-20
C01169,United States,Silver,2022-07-16
C01170,United States,Gold,2022-04-30
C01171,Canada,Silver,2022-07-30
C01172,Spain,Bronze,2022-01-23
C01173,Canada,Silver,2022-06-12
C01174,United States,Bronze,2022-08-31
C01175,Canada,Bronze,2022-12-28
C01176,United Kingdom,Bronze,2022-07-15
C01177,France,Bronze,2022-07-17
C01178,United States,Bronze,2022-12-06
C01179,Germany,Silver,2022-11-30
C01180,United Kingdom,Silver,2022-03-19
C01181,Mexico,Silver,2022-09-11
C01182,United States,Bronze,2022-01-19
C01183,Canada,Bronze,2022-03-06
C01184,Brazil,Silver,2022-09-15
C01185,United States,Gold,2022-10-30
C01186,Brazil,Bronze,2022-06-19
C01187,Canada,Gold,2022-02-21
C01188,United States,Bronze,2022-08-14
C01189,United States,Bronze,2022-02-21
C01190,Germany,Bronze,2022-09-27
C01191,United States,Bronze,2022-08-22
C01192,United Kingdom,Bronze,2022-01-08
C01193,United States,Silver,2022-03-15
C01194,Canada,Bronze,2022-07-29
C01195,United States,Bronze,2022-12-02
C01196,Australia,Silver,2022-03-21
C01197,Mexico,Gold,2022-02-08
C01198,Mexico,Silver,2022-08-29
C01199,Germany,Silver,2022-05-16
C01200,United States,Bronze,2022-06-23
C01201,Germany,Bronze,2022-11-16
C01202,United States,Silver,2022-12-21
C01203,United States,Gold,2022-07-23
C01204,United States,Bronze,2022-11-29
C01205,United Kingdom,Gold,2022-02-11
C01206,France,Silver,2022-06-18
C01207,Canada,Bronze,2022-12-12
C01208,United States,Bronze,2022-10-01
C01209,United States,Gold,2022-07-14
C01210,Spain,Gold,2022-06-12
C01211,United States,Gold,2022-11-17
C01212,United Kingdom,Bronze,2022-09-07
C01213,United States,Bronze,2022-10-05
C01214,France,Silver,2022-01-19
C01215,Canada,Bronze,2022-11-13
C01216,United States,Bronze,2022-02-05
C01217,United States,Gold,2022-05-01
C01218,Canada,Silver,2022-11-20
C01219,Canada,Bronze,2022-12-17
C01220,United States,Silver,2022-05-28
C01221,Mexico,Silver,2022-04-27
C01222,United States,Bronze,2022-02-16
C01223,United States,Bronze,2022-08-11
C01224,Brazil,Bronze,2022-02-20
C01225,United States,Bronze,2022-11-21
C01226,Canada,Bronze,2022-12-27
C01227,United States,Silver,2022-02-21
C01228,United States,Bronze,2022-08-16
C01229,Spain,Silver,2022-03-27
C01230,United States,Silver,2022-12-22
C01231,Japan,Bronze,2022-06-03
C01232,United States,Bronze,2022-01-15
C01233,United States,Silver,2022-01-24
C01234,United States,Bronze,2022-06-16
C01235,Canada,Gold,2022-01-29
C01236,United States,Silver,2022-05-31
C01237,Australia,Gold,2022-07-03
C01238,United Kingdom,Bronze,2022-07-11
C01239,Mexico,Bronze,2022-08-09
C01240,United States,Silver,2022-03-16
C01241,Australia,Bronze,2022-05-06
C01242,France,Silver,2022-09-29
C01243,France,Bronze,2022-07-30
C01244,Australia,Silver,2022-10-17
C01245,Germany,Silver,2022-12-16
C01246,Canada,Bronze,2022-04-03
C01247,United States,Silver,2022-03-29
C01248,United States,Gold,2022-03-31
C01249,Brazil,Bronze,2022-02-10
C01250,Canada,Bronze,2022-11-09
C01251,France,Silver,2022-07-15
C01252,United Kingdom,Gold,2022-11-14
C01253,United States,Silver,2022-12-16
C01254,United States,Bronze,2022-05-04
C01255,Canada,Silver,2022-09-12
C01256,United States,Bronze,2022-10-26
C01257,United States,Bronze,2022-03-15
C01258,United Kingdom,Silver,2022-04-29
C01259,United States,Silver,2022-08-25
C01260,United Kingdom,Silver,2022-11-23
C01261,United States,Gold,2022-05-11
C01262,France,Bronze,2022-08-24
C01263,United States,Silver,2022-05-11
C01264,United Kingdom,Silver,2022-12-08
C01265,United States,Bronze,2022-01-05
C01266,United States,Silver,2022-08-27
C01267,United States,Bronze,2022-05-28
C01268,United Kingdom,Gold,2022-12-13
C01269,Canada,Bronze,2022-10-07
C01270,United States,Bronze,2022-03-22
C01271,Canada,Bronze,2022-02-07
C01272,Australia,Bronze,2022-08-15
C01273,France,Silver,2022-06-26
C01274,United States,Silver,2022-10-28
C01275,United Kingdom,Bronze,2022-06-03
C01276,United States,Bronze,2022-11-24
C01277,United States,Silver,2022-08-06
C01278,Spain,Silver,2022-12-20
C01279,United States,Gold,2022-05-09
C01280,United Kingdom,Silver,2022-08-22
C01281,Canada,Silver,2022-06-04
C01282,Germany,Bronze,2022-04-12
C01283,United Kingdom,Silver,2022-07-16
C01284,United States,Gold,2022-09-05
C01285,United States,Bronze,2022-02-24
C01286,United Kingdom,Bronze,2022-05-02
C01287,United States,Bronze,2022-07-15
C01288,United States,Bronze,2022-10-20
C01289,United States,Silver,2022-07-03
C01290,United States,Bronze,2022-10-22
C01291,United States,Bronze,2022-06-01
C01292,United States,Gold,2022-12-25
C01293,United Kingdom,Bronze,2022-06-01
C01294,Canada,Bronze,2022-01-12
C01295,France,Silver,2022-12-04
C01296,United States,Silver,2022-07-22
C01297,United States,Gold,2022-05-21
C01298,United States,Silver,2022-01-05
C01299,Canada,Silver,2022-10-17
C01300,Germany,Bronze,2022-12-18
C01301,United States,Gold,2022-01-26
C01302,Brazil,Bronze,2022-11-07
C01303,United States,Bronze,2022-09-12
C01304,United Kingdom,Bronze,2022-05-27
C01305,Germany,Bronze,2022-04-28
C01306,Australia,Gold,2022-11-07
C01307,Germany,Silver,2022-06-30
C01308,France,Bronze,2022-04-23
C01309,United States,Bronze,2022-11-22
C01310,France,Bronze,2022-04-08
C01311,United States,Silver,2022-11-14
C01312,Japan,Bronze,2022-05-09
C01313,United Kingdom,Gold,2022-12-14
C01314,France,Bronze,2022-12-04
C01315,United Kingdom,Bronze,2022-12-15
C01316,Canada,Silver,2022-03-12
C01317,United Kingdom,Bronze,2022-11-18
C01318,Germany,Gold,2022-02-19
C01319,United States,Silver,2022-11-18
C01320,United States,Bronze,2022-11-27
C01321,United States,Bronze,2022-01-21
C01322,United States,Bronze,2022-06-08
C01323,Australia,Bronze,2022-08-14
C01324,United States,Silver,2022-01-18
C01325,Mexico,Bronze,2022-10-24
C01326,United States,Bronze,2022-07-06
C01327,United States,Gold,2022-03-09
C01328,France,Bronze,2022-02-16
C01329,Canada,Gold,2022-06-01
C01330,United Kingdom,Bronze,2022-06-17
C01331,United Kingdom,Silver,2022-08-01
C01332,Germany,Gold,2022-03-31
C01333,United States,Silver,2022-04-13
C01334,Spain,Bronze,2022-03-09
C01335,Mexico,Silver,2022-10-04
C01336,Canada,Gold,2022-07-07
C01337,United States,Bronze,2022-09-29
C01338,Canada,Bronze,2022-09-14
C01339,United States,Silver,2022-05-20
C01340,United States,Silver,2022-03-26
C01341,United States,Silver,2022-05-12
C01342,United Kingdom,Gold,2022-09-04
C01343,Australia,Bronze,2022-06-01
C01344,Germany,Bronze,2022-06-23
C01345,Germany,Bronze,2022-02-28
C01346,United States,Silver,2022-08-28
C01347,United States,Bronze,2022-02-08
C01348,United States,Bronze,2022-03-14
C01349,Spain,Bronze,2022-04-26
C01350,United States,Bronze,2022-12-13
C01351,Australia,Bronze,2022-12-12
C01352,United Kingdom,Bronze,2022-07-23
C01353,United States,Silver,2022-10-13
C01354,Germany,Bronze,2022-07-07
C01355,United Kingdom,Bronze,2022-02-16
C01356,Australia,Bronze,2022-07-22
C01357,Japan,Silver,2022-01-08
C01358,United States,Bronze,2022-05-16
C01359,United States,Bronze,2022-10-02
C01360,United Kingdom,Silver,2022-03-05
C01361,Japan,Gold,2022-08-21
C01362,United States,Bronze,2022-07-08
C01363,Canada,Bronze,2022-12-11
C01364,Canada,Bronze,2022-12-11
C01365,Germany,Silver,2022-05-15
C01366,United States,Bronze,2022-10-27
C01367,Germany,Gold,2022-07-15
C01368,Japan,Silver,2022-11-23
C01369,United States,Silver,2022-07-10
C01370,United States,Silver,2022-02-25
C01371,Mexico,Silver,2022-12-12
C01372,United States,Silver,2022-04-30
C01373,Australia,Gold,2022-08-30
C01374,United Kingdom,Silver,2022-01-13
C01375,United States,Bronze,2022-11-14
C01376,Australia,Silver,2022-10-15
C01377,United States,Silver,2022-06-17
C01378,United Kingdom,Bronze,2022-11-09
C01379,United States,Gold,2022-04-24
C01380,United Kingdom,Bronze,2022-11-28
C01381,United States,Gold,2022-02-02
C01382,United States,Gold,2022-11-22
C01383,Mexico,Bronze,2022-08-26
C01384,United States,Bronze,2022-12-25
C01385,Canada,Bronze,2022-06-04
C01386,United States,Bronze,2022-11-29
C01387,France,Bronze,2022-07-29
C01388,United States,Gold,2022-03-01
C01389,Mexico,Gold,2022-03-13
C01390,United Kingdom,Gold,2022-01-24
C01391,United States,Silver,2022-01-20
C01392,United States,Bronze,2022-06-05
C01393,United States,Bronze,2022-09-10
C01394,United Kingdom,Gold,2022-03-01
C01395,United States,Bronze,2022-02-19
C01396,France,Bronze,2022-05-01
C01397,United States,Silver,2022-10-03
C01398,United States,Gold,2022-03-11
C01399,Canada,Silver,2022-07-18
C01400,Germany,Gold,2022-08-21
C01401,United States,Gold,2022-07-09
C01402,United States,Bronze,2022-12-10
C01403,United States,Silver,2022-12-23
C01404,Germany,Silver,2022-10-04
C01405,Canada,Bronze,2022-08-03
C01406,United Kingdom,Bronze,2022-10-28
C01407,Australia,Bronze,2022-03-21
C01408,France,Gold,2022-08-01
C01409,United Kingdom,Silver,2022-12-02
C01410,Australia,Bronze,2022-02-20
C01411,United States,Gold,2022-09-08
C01412,United States,Gold,2022-11-12
C01413,United States,Bronze,2022-07-28
C01414,United States,Bronze,2022-05-24
C01415,United Kingdom,Silver,2022-01-17
C01416,Brazil,Silver,2022-12-20
C01417,United States,Silver,2022-07-09
C01418,United States,Gold,2022-04-22
C01419,United Kingdom,Silver,2022-08-16
C01420,Brazil,Silver,2022-08-16
C01421,United States,Gold,2022-05-01
C01422,United Kingdom,Bronze,2022-07-05
C01423,United States,Bronze,2022-02-20
C01424,United States,Bronze,2022-12-18
C01425,Spain,Silver,2022-07-08
C01426,Mexico,Silver,2022-10-06
C01427,United States,Silver,2022-11-27
C01428,Mexico,Gold,2022-07-03
C01429,Canada,Silver,2022-02-01
C01430,Australia,Bronze,2022-07-23
C01431,United Kingdom,Bronze,2022-05-22
C01432,United Kingdom,Bronze,2022-04-08
C01433,United Kingdom,Silver,2022-03-04
C01434,Canada,Bronze,2022-08-21
C01435,United States,Gold,2022-02-16
C01436,United States,Silver,2022-12-06
C01437,United States,Silver,2022-04-19
C01438,Germany,Bronze,2022-11-25
